site,edition,classification,category_type,category,short_definition,detail_note,verification_status,source_pdf_page,source_section
Larynx,AJCC7,any,N,N2,"Metastasis in a single ipsilateral lymph node, more than 3 cm but not more than 6 cm in greatest dimension, or in multiple ipsilateral lymph nodes, none more than 6 cm in greatest dimension, or in bilateral or contralateral lymph nodes, none more than 6 cm in greatest dimension",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,75,B00035
Larynx,AJCC7,any,N,N2a,"Metastasis in a single ipsilateral lymph node, more than 3 cm but not more than 6 cm in greatest dimension",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,75,B00035
Larynx,AJCC7,any,N,N2b,"Metastasis in multiple ipsilateral lymph nodes, none more than 6 cm in greatest dimension",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,75,B00035
Larynx,AJCC7,any,N,N2c,"Metastasis in bilateral or contralateral lymph nodes, none more than 6 cm in greatest dimension",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,75,B00035
Larynx,AJCC7,any,N,N3,"Metastasis in a lymph node, more than 6 cm in greatest dimension * Note : Metastases at level VII are considered regional lymph node metastases. In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,75,B00035
Larynx,AJCC7,any,G,GX,Grade cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,76,B00037
Larynx,AJCC7,any,G,G1,Well differentiated,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,76,B00037
Larynx,AJCC7,any,G,G2,Moderately differentiated,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,76,B00037
Larynx,AJCC7,any,G,G3,Poorly differentiated,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,76,B00037
Larynx,AJCC7,any,G,G4,Undifferentiated,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,76,B00037
Larynx,AJCC7,any,N,N3,M0 M1,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00039
Larynx,AJCC7,any,M,M1,GROUP T N M 0 Tis N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Larynx,AJCC7,any,M,M0,I T1 N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Larynx,AJCC7,any,M,M0,II T2 N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Larynx,AJCC7,any,M,M0,III T3 N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Larynx,AJCC7,any,M,M0,T1 N1,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Larynx,AJCC7,any,M,M0,T2 N1,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Larynx,AJCC7,any,M,M0,T3 N1,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Larynx,AJCC7,any,M,M0,IVA T4a N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Larynx,AJCC7,any,M,M0,T4a N1,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Larynx,AJCC7,any,M,M0,T1 N2,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Larynx,AJCC7,any,M,M0,T2 N2,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Larynx,AJCC7,any,M,M0,T3 N2,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Larynx,AJCC7,any,M,M0,T4a N2,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Larynx,AJCC7,any,M,M0,IVB T4b Any N,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Larynx,AJCC7,any,M,M0,Any T N3,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Larynx,AJCC7,any,M,M0,IVC Any T Any N,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Larynx,AJCC7,any,M,M1,PATHOLOGIC GROUP T N M 0 Tis N0,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,80,B00040
Nasal Cavity and Paranasal Sinuses,AJCC7,any,T,TX,Primary tumor cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,87,B00043
Nasal Cavity and Paranasal Sinuses,AJCC7,any,T,T0,No evidence of primary tumor,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,87,B00043
Nasal Cavity and Paranasal Sinuses,AJCC7,any,T,Tis,Carcinoma in situ Maxillary Sinus,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,87,B00043
Nasal Cavity and Paranasal Sinuses,AJCC7,any,T,T1,Tumor limited to maxillary sinus mucosa with no erosion or destruction of bone,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,87,B00043
Nasal Cavity and Paranasal Sinuses,AJCC7,any,T,T2,"Tumor causing bone erosion or destruction including extension into the hard palate and/or middle nasal meatus, except extension to poste- rior wall of maxillary sinus and pterygoid plates",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,87,B00043
Nasal Cavity and Paranasal Sinuses,AJCC7,any,T,T3,"Tumor invades any of the following: bone of the posterior wall of maxillary sinus, subcutaneous tissues, fl oor or medial wall of orbit, pterygoid fossa, ethmoid sinuses",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,87,B00043
Nasal Cavity and Paranasal Sinuses,AJCC7,any,T,T4a,"Moderately advanced local disease Tumor invades anterior orbital contents, skin of cheek, pterygoid plates, infratemporal fossa, cri- briform plate, sphenoid or frontal sinuses FIGURE 6.2. ( A ) Five-year, observed survival by “combined” AJCC stage sinonasal carcinomas (all histologies), 1998-1999. (*95% confi dence intervals correspond to year-5 survival rates.) ( B ) Five-year, relative survival by “combined” AJCC stage sinonasal carcinomas (all histologies), 1998-1999. (*95% confi dence intervals correspond to year-5 survival rates.) In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,87,B00043
Nasal Cavity and Paranasal Sinuses,AJCC7,any,T,T4b,"Very advanced local disease Tumor invades any of the following: orbital apex, dura, brain, middle cranial fossa, cranial nerves other than maxillary division of trigeminal nerve (V2), nasopharynx, or clivus Nasal Cavity and Ethmoid Sinus",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,88,B00044
Nasal Cavity and Paranasal Sinuses,AJCC7,any,T,T1,"Tumor restricted to any one subsite, with or with- out bony invasion",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,88,B00044
Nasal Cavity and Paranasal Sinuses,AJCC7,any,T,T2,"Tumor invading two subsites in a single region or extending to involve an adjacent region within the nasoethmoidal complex, with or without bony invasion",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,88,B00044
Nasal Cavity and Paranasal Sinuses,AJCC7,any,T,T3,"Tumor extends to invade the medial wall or fl oor of the orbit, maxillary sinus, palate, or cribriform plate",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,88,B00044
Nasal Cavity and Paranasal Sinuses,AJCC7,any,T,T4a,"Moderately advanced local disease Tumor invades any of the following: anterior orbital contents, skin of nose or cheek, minimal extension to anterior cranial fossa, pterygoid plates, sphenoid or frontal sinuses",extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,88,B00044
Nasal Cavity and Paranasal Sinuses,AJCC7,any,N,NX,Regional lymph nodes cannot be assessed,extracted from formal definition source block; cancer committee review pending,extracted_candidate_v2_1_not_curated,88,B00045
